Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Yuvod,https://www.crunchbase.com/funding_round/yuvod-seed--87fe3943,Seed,4000000,EUR,4307791,2023-05-23,6,2,Yuvod is a comprehensive PaaS with which to offer a personalized and high-quality IPTV/OTT service.,"Apps, B2B, Software, TV, Video","Valencia, Comunidad Valenciana, Spain, Europe",Less than $1M,https://yuvod.com/,Yuvod,https://www.crunchbase.com/organization/yuvod
Seed Round - Angsa Robotics,https://www.crunchbase.com/funding_round/angsa-robotics-seed--9a33c6d4,Seed,2500000,EUR,2697625,2023-06-14,1,1,Angsa Robotics one-of-a-kind system for automating rubbish collection in green environments.,"Artificial Intelligence, Robotics, Waste Management","Garching Bei München, Bayern, Germany, Europe",,https://angsa-robotics.com,Angsa Robotics,https://www.crunchbase.com/organization/angsa-robotics
Seed Round - Syrup,https://www.crunchbase.com/funding_round/syrup-2579-seed--83c84929,Seed,3300000,USD,3300000,2023-05-23,1,1,Syrup is a product-led email platform built for SaaS.,"SaaS, Service Industry","Chagrin Falls, Ohio, United States, North America",,https://www.syrup.io,Syrup,https://www.crunchbase.com/organization/syrup-2579
Pre Seed Round - CareerPaths,https://www.crunchbase.com/funding_round/careerpaths-pre-seed--732f3cd6,Pre-Seed,232000,EUR,249531,2023-05-24,1,1,"career mentorship website that links users with skilled industry professionals in Private Equity, Venture Capital, and Investment Banking.","Advice, Career Planning, Internet, Publishing","London, England, United Kingdom, Europe",,https://careerpaths.io,CareerPaths,https://www.crunchbase.com/organization/careerpaths
Pre Seed Round - TRL11,https://www.crunchbase.com/funding_round/trl11-pre-seed--1005838b,Pre-Seed,3000000,USD,3000000,2023-05-23,6,1,TRL11 is an aviation and aerospace component manufacturing company that provides next-generation technology solutions for the space economy.,"Aerospace, Battery, Manufacturing, Sensor","Los Angeles, California, United States, North America",$1M to $10M,https://www.trl11.com/,TRL11,https://www.crunchbase.com/organization/trl11
Seed Round - Damroo,https://www.crunchbase.com/funding_round/damroo-seed--2e2b8e1f,Seed,,,,2023-06-06,5,1,Damroo is a music streaming service that values non-film/indie music.,"Audio, Music Streaming, Service Industry","Thane, Maharashtra, India, Asia",,https://damrooplus.com/,Damroo,https://www.crunchbase.com/organization/damroo
Seed Round - smartbax,https://www.crunchbase.com/funding_round/smartbax-seed--595bab71,Seed,1200000,EUR,1292337,2023-05-23,2,2,"smartbax develop novel multi-targeted, antibacterial compounds with extraordinary potency against multi-drug resistant bacteria.","Biotechnology, Genetics","Munich, Bayern, Germany, Europe",,https://www.smartbax.de,smartbax,https://www.crunchbase.com/organization/smartbax
Seed Round - Scarlet Therapeutics,https://www.crunchbase.com/funding_round/scarlet-therapeutics-seed--24d913f0,Seed,,,,2023-05-23,2,1,Scarlet Therapeutics,"Biotechnology, Therapeutics","Bristol, Bristol, City of, United Kingdom, Europe",,,Scarlet Therapeutics,https://www.crunchbase.com/organization/scarlet-therapeutics
Pre Seed Round - Uncaged Innovations,https://www.crunchbase.com/funding_round/uncaged-innovations-1782-pre-seed--67b274cf,Pre-Seed,2000000,USD,2000000,2023-06-02,6,2,Uncaged Innovations is a biomaterials company combining the power of nature and technology to reimagine leather.,"Biotechnology, Sustainability, Textiles","Troy, New York, United States, North America",,https://www.uncagedinnovations.com,Uncaged Innovations,https://www.crunchbase.com/organization/uncaged-innovations-1782
Seed Round - 2070 Health,https://www.crunchbase.com/funding_round/2070-health-seed--328933eb,Seed,30000000,USD,30000000,2023-06-07,1,1,2070 Health aims to make high-quality healthcare more accessible and inexpensive.,"Fitness, Health Care, Wellness","Bandra, Maharashtra, India, Asia",,https://2070health.com,2070 Health,https://www.crunchbase.com/organization/2070-health
Pre Seed Round - Liceo de Farmacia,https://www.crunchbase.com/funding_round/liceo-de-farmacia-pre-seed--376abafe,Pre-Seed,500000,EUR,540540,2023-05-22,1,1,Liceo de Farmacia is an online platform that provides training and e-learning services for the pharmaceutical sector.,"E-Learning, Education, Pharmaceutical, Training","Seville, Andalucia, Spain, Europe",,https://liceodefarmacia.com/,Liceo de Farmacia,https://www.crunchbase.com/organization/liceo-de-farmacia
Seed Round - Ulipsu,https://www.crunchbase.com/funding_round/ulipsu-seed--cc24888b,Seed,2975000,USD,2975000,2023-05-24,,4,Ulipsu is the first multi-skill learning platform.,"E-Learning, Trading Platform","Bengaluru, Karnataka, India, Asia",,https://ulipsu.com/,Ulipsu,https://www.crunchbase.com/organization/ulipsu
Seed Round - Togai,https://www.crunchbase.com/funding_round/togai-seed--64dcb3bb,Seed,3100000,USD,3100000,2023-06-06,4,1,Togai is plug and play usage based pricing infrastructure to meter your product and implement UBP model with minimal engineering effort.,"SaaS, Software","Wilmington, Delaware, United States, North America",,https://www.togai.com,Togai,https://www.crunchbase.com/organization/togai
Seed Round - OneView,https://www.crunchbase.com/funding_round/oneview-834b-seed--d37c292b,Seed,4000000,USD,4000000,2023-06-07,3,1,OneView revolutionise bill payments by transforming the interaction between consumers and senders.,"Information Technology, Internet, Payments","Singapore, Central Region, Singapore, Asia",,https://oneview.sg,OneView,https://www.crunchbase.com/organization/oneview-834b
Seed Round - Finfra,https://www.crunchbase.com/funding_round/finfra-3a02-seed--56f70cf4,Seed,1000000,USD,1000000,2023-06-14,7,1,Embedded lending infrastructure,"Embedded Systems, FinTech, Information Technology","Jakatra, Jakarta Raya, Indonesia, Asia",,https://www.finfra.io,Finfra,https://www.crunchbase.com/organization/finfra-3a02
Pre Seed Round - HaiVE,https://www.crunchbase.com/funding_round/haive-d268-pre-seed--965b8e29,Pre-Seed,1000000,USD,1000000,2023-05-22,1,1,HaiVE,"Artificial Intelligence, Customer Service, Software","Singapore, Central Region, Singapore, Asia",,,HaiVE,https://www.crunchbase.com/organization/haive-d268
Pre Seed Round - Hybr1d,https://www.crunchbase.com/funding_round/hybr1d-pre-seed--caa0c6e3,Pre-Seed,3200000,USD,3200000,2023-06-01,6,1,Hybr1d operates as an end-to-end employee lifecycle management system.,"Human Resources, Software","Singapore, Central Region, Singapore, Asia",,https://hybr1d.io/,Hybr1d,https://www.crunchbase.com/organization/hybr1d
Pre Seed Round - Presta Freedom,https://www.crunchbase.com/funding_round/presta-freedom-pre-seed--5b5bdd37,Pre-Seed,11000000,MAD,1075111,2023-05-26,1,1,Presta Freedom is a MONTHLY Subscription Platform for Home Services... And It starts with a Quick and Disruptive Home Cleaning SUBSCRIPTION.,"CleanTech, E-Commerce, Home Services, Marketplace, Service Industry, Subscription Service","Casablanca, Grand Casablanca, Morocco, Africa",,https://prestafreedom.com,Presta Freedom,https://www.crunchbase.com/organization/presta-freedom
Pre Seed Round - ZELIQ,https://www.crunchbase.com/funding_round/zeliq-pre-seed--bf639f6e,Pre-Seed,5000000,EUR,5361591,2023-05-31,4,1,Find buyers. Hit sales numbers!,Sales Automation,"Paris, Ile-de-France, France, Europe",,https://www.zeliq.com/?utm_campaign=First%20Beta%20testers&utm_source=Product%20Lead%20Growth%20from%20Email&utm_medium=PLG&utm_term=EMAIL&utm_content=0623,ZELIQ,https://www.crunchbase.com/organization/zeliq
Seed Round - Cargofive,https://www.crunchbase.com/funding_round/cargofive-seed--2d5be8f5,Seed,1800000,EUR,1923642,2023-06-06,2,4,"Cargofive empowers freight forwarders by providing solutions to digitize their rate procurement, rate management, and quotation processes.","Information Technology, Logistics, Supply Chain Management","Lisboa, Lisboa, Portugal, Europe",,https://cargofive.com,Cargofive,https://www.crunchbase.com/organization/cargofive
Seed Round - Huli,https://www.crunchbase.com/funding_round/huli-d3d8-seed--0580c221,Seed,5500000,USD,5500000,2023-05-26,2,3,Huli provides SaaS products and applications for independent health professionals.,"Health Care, SaaS","San José, San Jose, Costa Rica, North America",$1M to $10M,https://www.huli.io/,Huli,https://www.crunchbase.com/organization/huli-d3d8
Seed Round - Alcion,https://www.crunchbase.com/funding_round/alcion-seed--56a1b843,Seed,8000000,USD,8000000,2023-05-31,4,1,"Alcion secure data protection from ransomware, malware, accidents, and outages using an AI-driven strategy.","Information Technology, Software","Santa Clara, California, United States, North America",,https://alcion.ai,Alcion,https://www.crunchbase.com/organization/alcion
Pre Seed Round - Twirl,https://www.crunchbase.com/funding_round/twirl-9d5c-pre-seed--24b31883,Pre-Seed,2300000,EUR,2476980,2023-05-23,2,1,Twirl is a platform for data teams that want to ship value rather than tooling.,"Analytics, Cloud Data Services, Machine Learning","Stockholm, Stockholms Lan, Sweden, Europe",,https://twirldata.com/,Twirl,https://www.crunchbase.com/organization/twirl-9d5c
Seed Round - Xin Yihua,https://www.crunchbase.com/funding_round/sineva-78eb-seed--ffbae500,Seed,,,,2023-05-30,,1,Xin Yihua uses AI+AMR+ and composite robots as a carrier to provide full-scenario mobile robot solutions to industry clients.,"Manufacturing, Robotics","Jiaxing, Zhejiang, China, Asia",,https://www.sineva-robot.com,Xin Yihua,https://www.crunchbase.com/organization/sineva-78eb
Seed Round - Oort Energy,https://www.crunchbase.com/funding_round/oort-energy-seed--9e2851d0,Seed,5000000,GBP,6217946,2023-06-07,2,2,Oort Energy is a maker of hydrogen electrolyzers that uses innovative technologies to significantly reduce the cost of green hydrogen.,"GreenTech, Natural Resources, Renewable Energy","Bristol, Bristol, City of, United Kingdom, Europe",,https://oortenergy.com/,Oort Energy,https://www.crunchbase.com/organization/oort-energy
Seed Round - Onyx Private,https://www.crunchbase.com/funding_round/onyx-card-seed--cb2a5d90,Seed,4100000,USD,4100000,2023-05-22,6,2,Onyx is a modern private bank for the new generation,"Banking, Financial Services, FinTech, Payments","Miami, Florida, United States, North America",,https://onyxprivate.com,Onyx Private,https://www.crunchbase.com/organization/onyx-card
Seed Round - Sunhat,https://www.crunchbase.com/funding_round/sunhat-seed--a6df6df3,Seed,2000000,EUR,2162162,2023-05-22,4,1,Sunhat is an automation tool that combines software engineering and sustainability expertise to help supply chain businesses.,"Business Information Systems, Consumer Software, Software","Cologne, Nordrhein-Westfalen, Germany, Europe",,https://www.getsunhat.com,Sunhat,https://www.crunchbase.com/organization/sunhat
Pre Seed Round - Kunda Kids,https://www.crunchbase.com/funding_round/kunda-kids-pre-seed--fdc5cfe3,Pre-Seed,700000,USD,700000,2023-05-23,9,2,"Kunda Kids is a children's publishing and media studio providing diverse children's books, animations, and digital learning resources.",,"London, England, United Kingdom, Europe",,https://kundakids.com/,Kunda Kids,https://www.crunchbase.com/organization/kunda-kids
Seed Round - LaundryMate,https://www.crunchbase.com/funding_round/laundrymate-3162-seed--d85c6145,Seed,500000000,INR,6052092,2023-05-29,5,1,LaundryMate provides laundry services that allows people to spend time doing activities rather than worrying about washing.,"Customer Service, Laundry and Dry-cleaning, Service Industry","Bengaluru, Karnataka, India, Asia",,https://www.laundrymate.in,LaundryMate,https://www.crunchbase.com/organization/laundrymate-3162
Seed Round - Lalazhu,https://www.crunchbase.com/funding_round/lalazhu-seed--4c2ddb2c,Seed,20000000,CNY,2843332,2023-05-22,2,2,Lalazhu is an ecological service platform.,"Apps, E-Commerce, Retail","Guangzhou, Guangdong, China, Asia",,,Lalazhu,https://www.crunchbase.com/organization/lalazhu
Seed Round - Vottun,https://www.crunchbase.com/funding_round/vottun-seed--e6b2eb2e,Seed,200000,EUR,214511,2023-05-25,1,4,Vottun is a platform that certify and track data for optmizing business processes using blockchain and DLT technology.,"Artificial Intelligence, B2B, Blockchain, Cryptocurrency, Ethereum, Information Technology, Machine Learning, Software, Supply Chain Management","Barcelona, Catalonia, Spain, Europe",$1M to $10M,https://www.vottun.com/,Vottun,https://www.crunchbase.com/organization/vottun
Seed Round - LoopingOne,https://www.crunchbase.com/funding_round/loopingone-seed--ca72c390,Seed,2000000,EUR,2137380,2023-06-06,1,2,LoopingOne is a payments platform for marketplaces.,Marketplace,"Amsterdam, Noord-Holland, The Netherlands, Europe",,http://www.LoopingOne.com,LoopingOne,https://www.crunchbase.com/organization/loopingone
Seed Round - Hopr,https://www.crunchbase.com/funding_round/hopr-10d2-seed--00009a5e,Seed,300000,USD,300000,2023-05-25,1,2,Hopr recognises the increasing relevance of cybersecurity in today's global digital society.,"Cloud Security, Cyber Security, Software","Columbia, Maryland, United States, North America",,https://hopr.co,Hopr,https://www.crunchbase.com/organization/hopr-10d2
Seed Round - Sheerdrive,https://www.crunchbase.com/funding_round/sheerdrive-seed--6a547af1,Seed,,,,2023-06-08,1,1,Sheerdrive is a digital AI/ML pre-owned vehicle platform that tackles all critical factors to run a successfully used vehicle program.,"Information Technology, Software","Mumbai, Maharashtra, India, Asia",,https://www.sheerdrive.in/home,Sheerdrive,https://www.crunchbase.com/organization/sheerdrive
Seed Round - Connext Labs,https://www.crunchbase.com/funding_round/connext-labs-seed--ad7f2400,Seed,7500000,USD,7500000,2023-06-14,15,1,Connext Labs is a modular interoperability protocol that builds secure cross-chain apps for transferring funds and data,"Data Center, Enterprise Software, FinTech, Mobile Apps, Software, Software Engineering","San Francisco, California, United States, North America",,https://www.connext.network,Connext Labs,https://www.crunchbase.com/organization/connext-labs
Seed Round - Karoo Health,https://www.crunchbase.com/funding_round/karoo-health-seed--3d0875d6,Seed,3400000,USD,3400000,2023-06-07,5,2,Karoo Health is a leader in tech-enabled value-based cardiovascular care solutions,"Health Care, Medical","Albuquerque, New Mexico, United States, North America",,https://www.karoohealth.com/,Karoo Health,https://www.crunchbase.com/organization/karoo-health
